incident_id,incident_name,incident_longitude,incident_latitude,incident_county,incident_date_last_update,incident_dateonly_created,incident_dateonly_extinguished,incident_location,incident_acres_burned,incident_url,is_active
4ee5e062-f374-4790-819f-21a9c6aca2d9,Flood Fire,-120.944834,38.017376,San Joaquin,2024-06-28T11:47:26Z,5/26/2024,,"Flood Rd and Waverly Rd , Linden",58,https://www.fire.ca.gov/incidents/2024/5/26/flood-fire/,N
661cf1f8-a032-4812-96cc-ce45f8a0db31,Millerton Fire,-119.689804,37.01741,Madera,2024-06-28T11:46:54Z,5/26/2024,,Millerton Lake ,47,https://www.fire.ca.gov/incidents/2024/5/26/millerton-fire/,N
85074131-29f7-435f-8f43-8c9cf067bbd2,Vince Fire,-118.05215,34.50941,Los Angeles,2024-05-28T08:06:54Z,5/27/2024,,"4300 Block of East Avenue, Palmdale",22,https://www.fire.ca.gov/incidents/2024/5/27/vince-fire/,N
caaf80b4-1467-48b5-8517-5b55e75f5389,Five Fire,-120.393699,36.43706,Fresno,2024-05-31T10:42:04Z,5/28/2024,,Unknown / TBD,150,https://www.fire.ca.gov/incidents/2024/5/28/five-fire/,N
a8dbeeba-fe5a-4cc2-b1f5-c0f62d9c13a7,Hill Fire,-119.5572279,34.8936966,Santa Barbara,2024-06-28T11:45:19Z,5/28/2024,6/1/2024,"Foothill Road and Highway 33, Cuyama Valley",1383,https://www.fire.ca.gov/incidents/2024/5/28/hill-fire/,N
a4f1290c-c300-4ddf-a9c0-dcee4938e4eb,Pepper Fire,-119.158199,36.68768,Fresno,2024-06-28T11:44:20Z,5/28/2024,,"Pepperweed Road and Partridge Lane, Eastern Fresno County",29,https://www.fire.ca.gov/incidents/2024/5/28/pepper-fire/,N
367bb551-c370-4dac-9ce5-7ee4999878a5,Dillon Fire,-116.600203,33.925778,Riverside,2024-06-28T11:42:47Z,5/28/2024,5/28/2024,"Highway 62 and Pierson Boulevard, Desert Hot Springs",34,https://www.fire.ca.gov/incidents/2024/5/28/dillon-fire/,N
f1d428ec-c2be-4b9a-bd76-86bfd6193cdc,Clark Fire,-120.389098,36.501499,Fresno,2024-05-31T10:38:46Z,5/28/2024,,Unknown / TBD,35,https://www.fire.ca.gov/incidents/2024/5/28/clark-fire/,N
dd4afe59-3fa5-4505-b519-ae21aaf822a0,Mocal Fire,-119.558308,35.180776,Kern,2024-06-28T11:21:08Z,5/28/2024,5/29/2024,West of Fellows,116,https://www.fire.ca.gov/incidents/2024/5/28/mocal-fire/,N
82b3117e-68c8-4994-99e2-c863fe19f38e,Shirleon Fire,-116.917099,33.896179,Riverside,2024-06-21T10:05:56Z,5/28/2024,6/29/2024,Unknown / TBD,15,https://www.fire.ca.gov/incidents/2024/5/28/shirleon-fire/,N
9090538e-dcd6-451a-9641-fd08a8606707,Watt Fire,-121.392475,38.728881,Placer,2024-05-30T10:07:26Z,5/28/2024,,Unknown / TBD,20,https://www.fire.ca.gov/incidents/2024/5/28/watt-fire/,N
a2d5f248-e4a3-4b3a-8327-83f2ba9b5be4,Mateo Fire,-120.314598,36.734329,Fresno,2024-06-28T11:19:53Z,5/29/2024,,"North San Mateo Avenue and West Whitebridge Avenue, Mendota",762,https://www.fire.ca.gov/incidents/2024/5/29/mateo-fire/,N
83e1720b-4a7e-4402-891c-13a834b15d6e,Zediker Fire,-119.520906,36.617148,Fresno,2024-06-28T11:19:29Z,5/28/2024,,Unknown / TBD,35,https://www.fire.ca.gov/incidents/2024/5/28/zediker-fire/,N
8b16b848-b0c4-4a65-87d7-7222b774a7fe,County Fire,-120.634375,37.828925,Tuolumne,2024-06-28T11:19:06Z,5/29/2024,,Unknown / TBD,13,https://www.fire.ca.gov/incidents/2024/5/29/county-fire/,N
7f2a842e-30da-4f04-9c47-7abf1847355c,Devil Fire,-119.915199,35.85008,Kings,2024-05-29T18:39:17Z,5/29/2024,5/29/2024,25th Avenue East of the California Aqueduct,188,https://www.fire.ca.gov/incidents/2024/5/29/devil-fire/,N
b5746d62-f66c-4bc2-a8a9-4b91bce936b2,Bank Fire,-122.398582,40.089713,Tehama,2024-05-30T15:06:58Z,5/30/2024,,Briggs Road and Red Bank Road,12,https://www.fire.ca.gov/incidents/2024/5/30/bank-fire/,N
24ea1259-3db7-44bb-9d52-ec12666d7c14,Howard Fire,-116.718429,33.56557,Riverside,2024-06-28T11:17:36Z,5/30/2024,5/31/2024,"Howard Road & Old Ranch Road, Anza ",32,https://www.fire.ca.gov/incidents/2024/5/30/howard-fire/,N
e7d90ab8-6031-4178-826e-69bbba7e8866,Great 3 Fire,-116.44756,32.99611,San Diego,2024-06-28T11:15:03Z,5/30/2024,,"Milepost 28 Great Southern Overland Stage Route, Shelter Valley",187,https://www.fire.ca.gov/incidents/2024/5/30/great-3-fire/,N
20df953f-6209-4537-943d-be4061a6cdef,Canal Fire,-119.962104,37.081421,Madera,2024-06-28T11:14:16Z,5/30/2024,,Road 600 & Madera Canal,827,https://www.fire.ca.gov/incidents/2024/5/30/canal-fire/,N
28552125-1000-40d7-b0bd-f1433fe82de4,Hawk Fire,-119.601701,36.842961,Fresno,2024-06-28T11:13:30Z,5/30/2024,,"10000 Block of E Herndon Ave, Clovis",10,https://www.fire.ca.gov/incidents/2024/5/30/hawk-fire/,N
0262b8b8-a4cd-4dcf-a1e4-ad13c7569a0a,Firebaugh Fire,-120.25511,36.87565,Madera,2024-06-28T11:12:15Z,5/30/2024,,"16000 Avenue 7 and Road 16, Madera County",1300,https://www.fire.ca.gov/incidents/2024/5/30/firebaugh-fire/,N
74f2dc61-32ff-4e11-86e5-d19112203bc0,Valley Center Fire,-116.792378,34.879647,San Bernardino,2024-05-31T16:05:04Z,5/28/2024,,Unknown / TBD,10,https://www.fire.ca.gov/incidents/2024/5/28/valley-center-fire/,N
2cedf02a-5a4b-4a3f-b8e6-bb5f9157c546,Yer1 Fire,-116.815632,34.88011,San Bernardino,2024-05-31T10:37:38Z,5/28/2024,,Unknown / TBD,10,https://www.fire.ca.gov/incidents/2024/5/28/yer1-fire/,N
6db79b13-4fbf-4f00-ae3c-f7da5e388a7a,Nby1 Fire,-116.663042,34.812972,San Bernardino,2024-05-31T10:40:18Z,5/28/2024,,Unknown / TBD,10,https://www.fire.ca.gov/incidents/2024/5/28/nby1-fire/,N
de3e7a5d-9f8d-4c72-b60a-d40b94ac83c2,Rosamond Fire,-118.25483,34.72107,Los Angeles,2024-05-31T10:48:00Z,5/30/2024,,"70th St W & W Ave H, Antelope Acres",125,https://www.fire.ca.gov/incidents/2024/5/30/rosamond-fire/,N
82165e58-8aeb-41a6-9416-8e08ccc11efe,Tesoro Fire,-119.7939,37.01047,Madera,2024-06-28T11:07:55Z,5/31/2024,,"41500 Highway 145 and 18000 Highway 41 , Tesoro Viejo",109,https://www.fire.ca.gov/incidents/2024/5/31/tesoro-fire/,N
8f5c5e63-78a9-42d1-a3d9-57ddb6c6a0af,Limonite Fire,-117.505873,33.975351,Riverside,2024-06-28T11:07:10Z,5/31/2024,6/1/2024,"Limonite Avenue & Bain Avenue, Jurupa Valley",18,https://www.fire.ca.gov/incidents/2024/5/31/limonite-fire/,N
29be5ab1-03bc-46ca-b01b-5de2f4916c29,Red Fire,-118.4733,35.601284,Kern,2024-06-28T11:05:57Z,5/31/2024,,"Redhill Road, Bodfish",98,https://www.fire.ca.gov/incidents/2024/5/31/red-fire/,N
46d80e55-328e-4dd7-9563-41c794e34337,Field Fire,-119.698014,34.9592,Santa Barbara,2024-06-01T13:59:52Z,5/31/2024,6/1/2024,"Highway 166, New Cuyama",201,https://www.fire.ca.gov/incidents/2024/5/31/field-fire/,N
aeaaa127-7246-4a93-b7af-1a705002ada2,Fields Fire,-120.425878,37.565014,Merced,2024-06-28T11:05:02Z,5/31/2024,6/1/2024,"Fields Road cross of Le Grande Road, North of the community of Snelling",22,https://www.fire.ca.gov/incidents/2024/5/31/fields-fire/,N
aa660305-cefc-41ce-8d06-f77dec63a8e3,Ranch Fire,-118.82214,35.442336,Kern,2024-06-28T11:04:24Z,5/31/2024,6/1/2024,"Rancheria Road, Bakersfield",616,https://www.fire.ca.gov/incidents/2024/5/31/ranch-fire/,N
78c444a4-62f6-4a10-a6c5-82060428386c,Boyd Fire,-119.238103,36.573169,Tulare,2024-06-05T09:02:35Z,6/1/2024,,"Boyd Drive between Avenue 420 and Highway 245, East of Orosi",36,https://www.fire.ca.gov/incidents/2024/6/1/boyd-fire/,N
6a5bdbfa-a78f-45dc-a3b2-e417abfd9f50,Corral Fire,-121.50259,37.633908,San Joaquin,2024-06-28T11:03:31Z,6/1/2024,,"Lawrence Livermore National Laboratory Site 300, southwest of Tracy",14168,https://www.fire.ca.gov/incidents/2024/6/1/corral-fire/,N
6d453d50-3d81-4ec5-a2b5-9b207a809fe3,Border 53 Fire,-116.806666,32.577083,San Diego,2024-06-28T11:02:43Z,6/1/2024,,"Buttewig Canyon, South Slope of Otay Mountain",250,https://www.fire.ca.gov/incidents/2024/6/1/border-53-fire/,N
8272c94a-4757-4ee4-9395-69cf62f0d857,Raymond Fire,-120.044449,36.974519,Madera,2024-06-28T11:02:03Z,6/1/2024,6/2/2024,"Cleveland Avenue and Raymond Road, City of Madera",27,https://www.fire.ca.gov/incidents/2024/6/1/raymond-fire/,N
a952074a-0d98-4b47-a18e-f3265d778236,Park Fire,-116.927045,33.790804,Riverside,2024-06-28T11:00:59Z,6/2/2024,,Unknown / TBD,13,https://www.fire.ca.gov/incidents/2024/6/2/park-fire/,N
c1f2703e-94b1-4008-8f24-848ce731cf73,West Fire,-118.254,34.91,Kern,2024-06-28T11:00:19Z,5/30/2024,,"North of 65th St W & Dawn Rd, Rosamond",1575,https://www.fire.ca.gov/incidents/2024/5/30/west-fire/,N
ef29e2fa-0e3b-4d2b-8a4d-710b4ba0c4b9,Shadow Fire,-118.401334,35.619008,Kern,2024-06-28T10:59:26Z,6/3/2024,,"Squirrel Mountain Valley, East of Lake Isabella",86,https://www.fire.ca.gov/incidents/2024/6/3/shadow-fire/,N
6fd967b4-ccbd-46c2-a039-e9d5ab8bf0b2,Patterson Fire,-121.568029,37.714616,Alameda,2024-06-28T10:58:20Z,6/3/2024,,Patterson Pass and Midway Road,95,https://www.fire.ca.gov/incidents/2024/6/3/patterson-fire/,N
f9fafd72-6c1a-4a06-864f-dcd4ff15b5b7,Sorrel Fire,-117.118935,34.68341,San Bernardino,2024-06-28T10:57:00Z,6/3/2024,,Northeast of Apple Valley,40,https://www.fire.ca.gov/incidents/2024/6/3/sorrel-fire/,N
d88897da-5b31-475a-981f-6d8367809aef,Springs Fire,-120.524741,37.842308,Tuolumne,2024-06-04T14:14:00Z,6/4/2024,,Highway 108 and Green Springs Road,17,https://www.fire.ca.gov/incidents/2024/6/4/springs-fire/,N
b56fbb47-fef4-4027-b4dc-fb908dd86088,Russell Fire,-120.657895,36.916374,Fresno,2024-06-05T11:19:51Z,6/4/2024,,"North Russell Avenue, Firebaugh",25,https://www.fire.ca.gov/incidents/2024/6/4/russell-fire/,N
9c71fa25-b34c-44b2-82a9-ba8748df5822,Road Fire,-119.48669,35.113531,Kern,2024-06-28T10:33:03Z,6/4/2024,,South of Taft,1088,https://www.fire.ca.gov/incidents/2024/6/4/road-fire/,N
8dc8f472-8478-4acd-abcd-53cff119034a,Lotus Fire,-117.403656,34.013717,Riverside,2024-06-06T08:21:29Z,6/5/2024,,"5800 Block of 28th Street, Jurupa Valley",30,https://www.fire.ca.gov/incidents/2024/6/5/lotus-fire/,N
3f7e4057-f059-4878-9da0-7ee294cd77ce,Bitterwater ,-120.094361,35.37367,San Luis Obispo,2024-06-28T10:07:44Z,6/5/2024,,Highway 58 and Bitterwater Road,331,https://www.fire.ca.gov/incidents/2024/6/5/bitterwater/,N
ea843ab2-4115-4cab-9ef7-3a2cb3af9a15,Crystal Fire,-122.494472,38.55954,Napa,2024-06-28T10:06:34Z,6/5/2024,6/8/2024,"250 Block of Crystal Springs Road, Deer Park",60,https://www.fire.ca.gov/incidents/2024/6/5/crystal-fire/,N
fd38093a-e9db-4603-99f0-e760d7c92e97,Little Fire,-120.729222,36.777907,Fresno,2024-06-07T14:54:50Z,6/6/2024,6/6/2024,"Little Panoche Road and West Shields Avenue, Mendota",34,https://www.fire.ca.gov/incidents/2024/6/6/little-fire/,N
db080174-df55-40f9-b969-6f7c5109ece9,Devil Fire,-119.94084,35.85594,Kings,2024-06-28T10:04:49Z,6/6/2024,,"Devils Den Road and 25th Avenue, south of Kettleman City",211,https://www.fire.ca.gov/incidents/2024/6/6/devil-fire/,N
687f0b9f-3685-46d1-953b-38540b363b8c,Relay Fire,-116.980503,33.910994,Riverside,2024-06-07T07:53:49Z,6/6/2024,6/6/2024,Near the intersection of Beaumont Avenue and California Avenue,47,https://www.fire.ca.gov/incidents/2024/6/6/relay-fire/,N
5fbf1bfd-1767-4459-a8f7-eee8e83463e8,Gaskell Fire,-118.30848,34.82333,Kern,2024-06-07T08:05:44Z,6/6/2024,6/7/2024,Unknown / TBD,403,https://www.fire.ca.gov/incidents/2024/6/6/gaskell-fire/,N
e7293335-36b8-4f37-b809-7fc5e0d7b7da,155 Fire,-118.46771,35.692183,Kern,2024-06-28T10:00:44Z,6/6/2024,,Wofford Boulevard and Deadrich Ranch Road,55,https://www.fire.ca.gov/incidents/2024/6/6/155-fire/,N
2154a6a5-efaf-4c1f-a022-f9c9566a1a37,Lost Fire,-119.69294,35.735279,Kern,2024-06-28T10:00:05Z,6/6/2024,,Lost Hills Road and Weiser Road,3600,https://www.fire.ca.gov/incidents/2024/6/6/lost-fire/,N
198d519a-12b0-455d-bae4-42f078683a31,Pan Fire,-120.764998,36.786999,Fresno,2024-06-07T10:28:58Z,6/7/2024,,"Little Panoche Road, near Firebaugh",34,https://www.fire.ca.gov/incidents/2024/6/7/pan-fire/,N
9ed61dc6-ca25-4cba-a9b5-f39c07a617b8,Albers Fire,-121.765839,37.904572,Santa Clara,2024-06-08T20:04:47Z,6/7/2024,,"124 Albers Court, Marsh Creek",23,https://www.fire.ca.gov/incidents/2024/6/7/albers-fire/,N
8f3b0140-1a30-4433-a147-e8574581db2c,Garlock Fire,-119.514348,36.991558,Fresno,2024-06-28T09:58:17Z,6/7/2024,,"Garlock Lane and Gooseberry Lane, Eastern Fresno County",54,https://www.fire.ca.gov/incidents/2024/6/7/garlock-fire/,N
fa87ab64-243c-4b62-90b7-312c020e656c,Morgan Fire,-117.052745,33.487833,Riverside,2024-06-08T08:02:16Z,6/7/2024,6/7/2024,"Coppola Street and Morgan Hill Drive, Temecula",14,https://www.fire.ca.gov/incidents/2024/6/7/morgan-fire/,N
591daf80-c234-485c-8d0e-38c9c6049980,Poleline Fire,-120.834941,36.928296,Merced,2024-06-07T21:32:01Z,6/7/2024,6/7/2024,"Poleline Road and Highway 165, Los Banos",30,https://www.fire.ca.gov/incidents/2024/6/7/poleline-fire/,N
6b829633-220c-4833-b6a7-f3bd61c5d97d,Koala Fire,-117.451094,34.520882,San Bernardino,2024-06-08T08:11:05Z,6/7/2024,,Koala Road and Victor Street,25,https://www.fire.ca.gov/incidents/2024/6/7/koala-fire/,N
f0c2d5f8-c9d2-41c6-81b0-9bef9d78b798,Springs Fire,-122.520453,41.474683,Siskiyou,2024-06-28T09:55:37Z,6/7/2024,,West of Gazelle,11,https://www.fire.ca.gov/incidents/2024/6/7/springs-fire/,N
66cf145e-229a-4100-b7be-7d6514e3d897,Greenville Fire,-121.702293,37.72154,Alameda,2024-06-08T21:17:01Z,6/8/2024,,"Altamont Pass Road and North Greenville Road, Altamont",44,https://www.fire.ca.gov/incidents/2024/6/8/greenville-fire/,N
4cd301ff-b6a5-4615-b67d-d458beeefd6e,Cody Fire,-119.031458,35.64995,Kern,2024-06-28T09:54:22Z,6/8/2024,,"Sherwood Avenue, North of Bakersfield ",903,https://www.fire.ca.gov/incidents/2024/6/8/cody-fire/,N
075f245f-4c62-4ff6-b1da-5ed9273da348,Aquaduct 2 Fire,-117.08492,32.84445,San Diego,2024-06-10T16:36:57Z,6/8/2024,,Aqueduct Road and San Clemente Canyon Freeway,110,https://www.fire.ca.gov/incidents/2024/6/8/aquaduct-2-fire/,N
bcf1cd5e-d4c8-49bb-9635-230e0b1057b5,Rock Fire,-120.772339,35.774138,San Luis Obispo,2024-06-14T09:51:44Z,6/8/2024,,"Bee Rock Road & Canyon Road, Camp Roberts",50,https://www.fire.ca.gov/incidents/2024/6/8/rock-fire/,N
ed47f029-1282-4d6b-b00a-1abdc40418e5,Creek Fire,-118.386667,35.346667,Kern,2024-06-14T13:36:28Z,6/9/2024,6/11/2024," Caliente Creek Road, Caliente",50,https://www.fire.ca.gov/incidents/2024/6/9/creek-fire/,N
