incident_id,incident_name,incident_longitude,incident_latitude,incident_county,incident_date_last_update,incident_dateonly_extinguished,incident_is_final,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_type,incident_url,incident_date_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
591a56a5-e9c0-45a0-96bd-34098588c39b,Rancho Fire,-118.9194,34.882,Kern,2022-10-24T11:42:25Z,2013-07-22,Y,2013-07-19T12:00:00Z,CAL FIRE / Kern County Fire / State Parks / US Forest Service,,West side of Interstate 5 in Lebec (Kern County),500,100,Oak Knolls Road,"CAL FIRE / Kern County Fire / State Parks / US Forest Service, Cal Fire, United States Forest Service, Ventura County Fire, Kern County Sheriff Department, Calif State Parks, Calif Highway Patrol",,https://www.fire.ca.gov/incidents/2013/7/19/rancho-fire/,2013-07-22T18:45:00Z,2013-07-19,N,TRUE,FALSE
c400203b-a7fd-4bd8-803a-f3c74bc32a2b,Silver Fire,-116.90427,33.86157,Riverside,2022-10-24T11:38:40Z,2013-08-12,Y,2013-08-07T14:05:00Z,CAL FIRE Riverside Unit / San Bernardino National Forest,,"Poppet Flats Rd near Hwy 243, south of Banning",20292,100,Hwy 243 remains closed between Twin Pines Road and Westley Street in Banning due to road damage.,"CAL FIRE Riverside Unit / San Bernardino National Forest, Federal, State and Local Agencies from throughout the Western United States are assisting.",,https://www.fire.ca.gov/incidents/2013/8/7/silver-fire/,2013-08-12T18:00:00Z,2013-08-07,N,TRUE,FALSE
0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,Swedes Fire,-121.38236,39.446268,Butte,2022-10-24T11:43:04Z,2013-08-22,Y,2013-08-16T16:37:00Z,CAL FIRE Butte Unit,,southeast of Oroville,2264,100,,"CAL FIRE Butte Unit, United States Forest Service, Oroville Fire Department, El Medio Fire Department, Chico Fire Department, Butte County Sheriff, California Highway Patrol, California Office of Emergency Services, California Department of Corrections and Rehabilitation, Bureau of Land Management, South Feather Water and Power, Red Cross, North Valley Animal Rescue Group.",,https://www.fire.ca.gov/incidents/2013/8/16/swedes-fire/,2013-08-22T18:00:00Z,2013-08-16,N,TRUE,FALSE
1a0bbf7e-7f9b-4359-9c91-85dec2e2869a,59 Fire,-120.45087,37.76617,Tuolumne,2022-10-24T11:30:50Z,2014-06-05,Y,2014-06-04T11:45:00Z,CAL FIRE Tuolumne-Calaveras Unit,,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",402,100,,CAL FIRE Tuolumne-Calaveras Unit,,https://www.fire.ca.gov/incidents/2014/6/4/59-fire/,2014-06-05T20:00:00Z,2014-06-04,N,TRUE,FALSE
3a1fab73-882a-478c-b289-504497db4d64,Bully Fire,-122.750788,40.4314,Shasta,2022-10-24T11:33:31Z,2014-07-26,Y,2014-07-11T15:37:00Z,CAL FIRE Shasta-Trinity Unit,,"Plantina Road at Bland Road, Igo",12661,100,,"CAL FIRE Shasta-Trinity Unit, Shasta County Fire, BLM, USFS, Shasta County Sheriff’s Office, CHP, Cal OES, CDCR, CCC and Shasta County DPW.",,https://www.fire.ca.gov/incidents/2014/7/11/bully-fire/,2014-07-26T20:00:00Z,2014-07-11,N,TRUE,FALSE
4d07ccc3-32be-4a1d-acac-18333884c97d,Sand Fire,-120.7819,38.5691,"Amador, El Dorado",2022-10-24T11:28:11Z,2014-08-02,Y,2014-07-25T16:34:00Z,CAL FIRE Amador-El Dorado Unit,,"East of Highway 49, 5 miles north of Plymouth",4240,100,,"CAL FIRE Amador-El Dorado Unit, CHP, El Dorado Co SO, Amador SO, Cal OES, CDCR, El Dorado Co Animal Control, USFS, BLM, El Dorado Co DOT, CCC, Red Cross, PG&E, Cal Trans",Wildfire,https://www.fire.ca.gov/incidents/2014/7/25/sand-fire/,2014-08-02T19:15:00Z,2014-07-25,N,TRUE,FALSE
e3b7143d-6faa-4962-9fe5-c2d1559c5d20,Day Fire,-121.2144,41.1336,Modoc,2022-10-24T11:28:26Z,2014-08-13,Y,2014-07-30T19:01:00Z,CAL FIRE Lassen-Modoc Unit,,North of the community of Day,13153,100,,"CAL FIRE Lassen-Modoc Unit, CAL FIRE, USFS, BLM, CAL EMA, Local Government, Modoc County Sheriff, Lassen County Sheriff, Shasta County Sheriff, Sierra Pacific Industries, WM Beatty and Associates, and CDCR.",,https://www.fire.ca.gov/incidents/2014/7/30/day-fire/,2014-08-13T07:00:00Z,2014-07-30,N,TRUE,FALSE
58e7e466-8807-404e-9ef6-5a6ae11a0084,Junction Fire,-119.6581,37.3433,Madera,2022-10-24T11:28:42Z,2014-08-25,Y,2014-08-18T13:50:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",612,100,,"CAL FIRE Madera-Mariposa-Merced Unit, Madera County Sheriff, Madera County Fire Department, CAL OES, Sierra National Forest, California Department of Corrections and Rehabilitation, CHP, Red Cross, CCC, Madera County OES, Hillview Water Company, and Sierra Telephone.",,https://www.fire.ca.gov/incidents/2014/8/18/junction-fire/,2014-08-25T08:25:00Z,2014-08-18,N,TRUE,FALSE
3b954901-aa80-4894-b330-c287d47b68be,Oregon Fire,-122.946,40.7412,Trinity,2022-10-24T11:32:37Z,2014-08-28,Y,2014-08-24T16:36:00Z,CAL FIRE Shasta-Trinity Unit,,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",461,100,Weaver Bally Rd open to normal traffic flow,"CAL FIRE Shasta-Trinity Unit, Shasta Co. FD, USFS, Weaverville FD, CHP, Trinity Co. Sheriff's Office, Cal OES, CDC, PG&E, Cal Trans, Junction City FPD, Post Mountain FPD, Douglas City FPD, Trinity Center FPD, Sierra Pacific Industries",,https://www.fire.ca.gov/incidents/2014/8/24/oregon-fire/,2014-08-28T19:00:00Z,2014-08-24,N,TRUE,FALSE
b22e378f-bfbc-40b8-aaa7-29ec6db13db1,Gulch Fire,-122.171,40.7101,Shasta,2022-10-24T11:33:11Z,2014-09-16,Y,2014-09-10T08:30:00Z,CAL FIRE Shasta-Trinity Unit,,"On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding",1375,100,,"CAL FIRE Shasta-Trinity Unit, Shasta County Fire Department, Shasta County Sherriff’s Office, Cal Trans, United States Forest Service, Redding Fire Department, CAL-OES, PG&E, California Department of Corrections and Rehabilitation",,https://www.fire.ca.gov/incidents/2014/9/10/gulch-fire/,2014-09-16T09:30:00Z,2014-09-10,N,TRUE,FALSE
614efdbb-937e-47a0-9ffd-919e5e0de436,Courtney Fire,-119.604124,37.311915,Madera,2022-10-24T11:29:00Z,2014-09-22,Y,2014-09-14T13:36:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,"Courtney Lane and 7 Hills Rd, Oakhurst",320,100,Soft road closure is in place for residents only on Road 426 between Summit Road and Road 223.,CAL FIRE Madera-Mariposa-Merced Unit,,https://www.fire.ca.gov/incidents/2014/9/14/courtney-fire/,2014-09-22T07:15:00Z,2014-09-14,N,TRUE,FALSE
316804d6-471a-4c73-8b05-89b8abc8eeac,Forebay Fire,-121.06963,37.08312,Merced,2022-10-24T11:22:02Z,2015-05-11,Y,2015-05-11T10:26:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,off Hwy 152 near the O’Neill Forebay,692,100,,CAL FIRE Madera-Mariposa-Merced Unit,,https://www.fire.ca.gov/incidents/2015/5/11/forebay-fire/,2015-05-11T12:15:00Z,2015-05-11,N,TRUE,FALSE
fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a,Corrine Fire,-119.523943,37.165767,Madera,2022-10-24T11:16:25Z,2015-06-25,Y,2015-06-18T21:00:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,"Road 222 and Tunoi Place, north of Auberry",920,100,,"CAL FIRE Madera-Mariposa-Merced Unit, CAL FIRE, USFS, Madera County Fire Department, Madera County Sheriff’s Department, PG&E, Red Cross, CAL OES, CHP and additional resources from the central valley.",,https://www.fire.ca.gov/incidents/2015/6/18/corrine-fire/,2015-06-25T18:45:00Z,2015-06-18,N,TRUE,FALSE
c2279826-dc2f-4eb5-9d3b-3d03eb0b139f,Wragg Fire,-122.1145,38.4994,Napa,2022-10-24T11:17:51Z,2015-08-05,Y,2015-07-22T14:24:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"Off of Hwy 128 near Greaves Rd, Lake Berryessa",8051,100,All road open to normal traffic.,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Winters FPD, Vacaville FPD, Vacaville City Fire, City of Winters, Napa County Sheriff, Solano County Sheriff, Yolo County Sheriff, CHP, Red Cross, PG&E, Napa County Road Department, CDCR, CalOES, Salvation Army, CCC, BLM, CalTrans, Air Resources Board, Bureau of Reclamation, Yocha Dehe Wintun Nation, and CAL FIRE Incident Management Team 6",Wildfire,https://www.fire.ca.gov/incidents/2015/7/22/wragg-fire/,2015-08-05T17:30:00Z,2015-07-22,N,TRUE,FALSE
d6b4bed4-f3d6-488a-a2fb-54c7cbfbd8b3,Lowell Fire,-120.882313,39.192088,Nevada,2022-10-24T11:18:08Z,2015-08-12,Y,2015-07-25T14:37:00Z,CAL FIRE Nevada-Yuba-Placer Unit,,In the Steep Hollow drainage west of Alta,2304,100,All road closures have been lifted.,"CAL FIRE Nevada-Yuba-Placer Unit, Cal OES, California National Guard, CHP, Nevada County Sheriff, Placer County Sheriff, USFS, BLM, California Conservation Corps, SPI, and PG&E.",,https://www.fire.ca.gov/incidents/2015/7/25/lowell-fire/,2015-08-12T19:15:00Z,2015-07-25,N,TRUE,FALSE
23e85238-2966-452c-8f21-fa93a51e889b,Rocky Fire,-122.4762475,38.8863538,Lake,2022-10-24T11:23:08Z,2015-08-14,Y,2015-07-29T15:29:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"near Morgan Valley Road and Rocky Creek Road, east of Clear Lake",69636,100,,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, California Army National Guard, Kelseyville FPD, South Lake FPD, Northshore FPD, Lake County Office of Emergency Services, CHP, CDCR, BLM, USFS, Lake Evacuation and Animal Protection (LEAP), RED CROSS, Lake County Sheriff, Lake County fire agencies, Salvation Army, Yolo County Sheriff, Colusa County Sheriff, Napa County Sheriff, Pacific Gas and Electric, Nevada Division of Forestry, NVADG, Cal Trans, California Conservations Corps and Lake County EOC.",,https://www.fire.ca.gov/incidents/2015/7/29/rocky-fire/,2015-08-14T18:15:00Z,2015-07-29,N,TRUE,FALSE
592f14da-405c-4e6d-a83b-8937322524ad,Anza Fire,-116.5387,33.5736,Riverside,2022-10-24T11:23:24Z,2015-08-15,Y,2015-08-10T11:44:00Z,CAL FIRE/Riverside County Fire,,Highway 74 east of Highway 371,500,100,,CAL FIRE/Riverside County Fire,,https://www.fire.ca.gov/incidents/2015/8/10/anza-fire/,2015-08-15T17:30:00Z,2015-08-10,N,TRUE,FALSE
8fc920eb-ca45-4d77-9a92-1326eca602d6,Tesla Fire,-121.3732,37.3845,Alameda,2022-10-24T11:23:43Z,2015-08-22,Y,2015-08-19T14:45:00Z,CAL FIRE Santa Clara Unit,,"off Tesla Rd near Correl Hollow, between Livermore and Tracy",2850,100,,CAL FIRE Santa Clara Unit,,https://www.fire.ca.gov/incidents/2015/8/19/tesla-fire/,2015-08-22T18:30:00Z,2015-08-19,N,TRUE,FALSE
13466833-32d1-418b-b145-f7ce1f7bf66e,Butte Fire,-120.70418,38.32974,Butte,2022-10-24T11:19:23Z,2015-10-15,Y,2015-09-09T14:26:00Z,CAL FIRE Amador - El Dorado Unit,,east of Jackson,70868,100,None,"CAL FIRE Amador - El Dorado Unit, Amador County Sheriff, Calaveras County Sheriff, CAL OES, BLM, PG&E, CHP, Amador Fire Protection District, Calaveras PUD, CDCR, Sutter Creek Fire Department, CALTRANS, State Parks, California Conservation Corp.",Wildfire,https://www.fire.ca.gov/incidents/2015/9/9/butte-fire/,2015-10-15T19:45:00Z,2015-09-09,N,TRUE,FALSE
f7067bff-efb4-4ca6-a627-6145836857ec,Lumpkin Fire,-121.3363,39.5218,Butte,2022-10-24T11:24:27Z,2015-09-17,Y,2015-09-11T14:15:00Z,CAL FIRE Butte Unit,,"off Lumpkin Road and Forbestown Road, Robinson Mill",1040,100,,"CAL FIRE Butte Unit, Butte County Sheriff’s Office, California State Parks, California Highway Patrol, United States Forest Service, California Office of Emergency Services, California Department of Corrections and Rehabilitation, California Conservation Corps, Pacific Gas and Electric, Butte Emergency Medical Services, Butte County Public Works and American Red Cross.",,https://www.fire.ca.gov/incidents/2015/9/11/lumpkin-fire/,2015-09-17T19:30:00Z,2015-09-11,N,TRUE,FALSE
8e71e23c-6161-480e-b8ca-f03147475e4d,Cienega Fire,-121.32734,36.70854,San Benito,2022-10-24T11:24:41Z,2015-10-16,Y,2015-10-12T16:00:00Z,CAL FIRE San Benito - Monterey Unit,,"Cienega Rd & Limekiln Rd, south of Hollister",690,100,,CAL FIRE San Benito - Monterey Unit,,https://www.fire.ca.gov/incidents/2015/10/12/cienega-fire/,2015-10-16T18:00:00Z,2015-10-12,N,TRUE,FALSE
1f54817c-8832-4a47-8ede-ab8072f52677,Tassajara Fire,-121.589554,36.3699644,Monterey,2022-10-24T11:25:03Z,2015-09-27,Y,2015-09-19T15:00:00Z,CAL FIRE San Benito-Monterey Unit,,Tassajara Rd at Carmel Valley Rd,1086,100,,"CAL FIRE San Benito-Monterey Unit, Monterey County Sheriff, USFS Los Padres, CHP, Red Cross, Monterey County Regional FPD, CAL Trans, Cachaqua FPD, OES, SPCA of Monterey County, Monterey County EOC, PG&E, Monterey County Public Works, California Department of Corrections and Rehabilitation.",,https://www.fire.ca.gov/incidents/2015/9/19/tassajara-fire/,2015-09-27T18:15:00Z,2015-09-19,N,TRUE,FALSE
33099cdd-ccfc-454e-b5a3-770a69a30bd3,Border Fire,-116.63028,32.60729,San Diego,2022-10-24T11:15:18Z,2016-06-30,Y,2016-06-19T11:03:00Z,CAL FIRE San Diego Unit,,off Highway 188 and Highway 94 near Tecate,7609,100,No current road closures.,"CAL FIRE San Diego Unit, SDG&E, San Diego County Fire, Border Patrol, Cal Trans, CHP, San Diego Sheriff, BLM, California Department of Corrections and Rehabilitation, Red Cross, 2-1-1, San Diego County OES",,https://www.fire.ca.gov/incidents/2016/6/19/border-fire/,2016-06-30T18:30:00Z,2016-06-19,N,TRUE,FALSE
b604ffa7-8cee-4724-bb82-f1f4553a192f,Trailhead Fire,-120.9375,38.96741,"El Dorado, Placer",2022-10-24T11:10:48Z,2016-07-18,Y,2016-06-28T13:55:00Z,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,,along the Middle Fork of the American River near Todd Valley,5645,100,,"CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest, CAL FIRE, US Forest Service, Placer County Sheriff’s Department, El Dorado County Sheriff’s Department, California Highway Patrol, California Office of Emergency Services, and local fire departments from across the region.",,https://www.fire.ca.gov/incidents/2016/6/28/trailhead-fire/,2016-07-18T09:50:00Z,2016-06-28,N,TRUE,FALSE
79b446a4-d809-4aa2-9f30-091a05ed697d,Sage Fire,-118.57245,34.36763,Los Angeles,2022-10-24T11:11:30Z,2016-07-16,Y,2016-07-09T12:04:00Z,Los Angeles County Fire,,"off of Calgrove Blvd, southwest of Santa Clarita",1100,100,,Los Angeles County Fire,,https://www.fire.ca.gov/incidents/2016/7/9/sage-fire/,2016-07-16T12:00:00Z,2016-07-09,N,FALSE,FALSE
67c0a269-05bb-4b4f-af22-68a1c5ac3adf,Fiddler Fire,-122.72913,40.36873,Shasta,2022-10-24T11:11:11Z,2016-07-12,Y,2016-07-08T22:45:00Z,CAL FIRE Shasta-Trinity Unit,,"off Fiddlers Road, southwest of Igo",303,100,All Road closures have been lifted,"CAL FIRE Shasta-Trinity Unit, Redding Fire Department, Shasta County Fire Department, Shasta County Public Works, Shasta County Sheriff's Department and CHP",,https://www.fire.ca.gov/incidents/2016/7/8/fiddler-fire/,2016-07-12T07:00:00Z,2016-07-08,N,TRUE,FALSE
902a3085-e518-4090-a2e5-20d0482b4dc2,Appaloosa Fire,-120.61153,38.02845,Calaveras,2022-10-24T11:07:44Z,2016-07-08,Y,2016-07-02T14:55:00Z,CAL FIRE Tuolumne-Calaveras Unit,,"Appaloosa Rd. and Pinto Dr., 5 miles southwest of Angels Camp",310,100,,CAL FIRE Tuolumne-Calaveras Unit,,https://www.fire.ca.gov/incidents/2016/7/2/appaloosa-fire/,2016-07-08T19:32:00Z,2016-07-02,N,TRUE,FALSE
85832754-5848-4454-84fc-8b0a9abbff40,Pacheco Fire,-120.81394,38.08056,Calaveras,2022-10-24T11:08:38Z,2016-07-16,Y,2016-07-12T13:14:00Z,CAL FIRE Tuolumne Calaveras Unit,,"off Lanford Pacheco Rd, south of Valley Springs",341,100,,CAL FIRE Tuolumne Calaveras Unit,,https://www.fire.ca.gov/incidents/2016/7/12/pacheco-fire/,2016-07-16T18:30:00Z,2016-07-12,N,TRUE,FALSE
bd2b7bdc-0f92-451a-a3a5-03569d27c952,Goose Fire,-119.50507,37.01591,Fresno,2022-10-24T11:09:29Z,2016-08-09,Y,2016-07-30T16:40:00Z,CAL FIRE Fresno-Kings Unit,,"Off Gooseberry Ln & Morgan Canyon, south of Prather",2241,100,,"CAL FIRE Fresno-Kings Unit, US Forest Service, Fresno County OES, Fresno County Sheriff, California Department of Corrections, California Conservation Corps, California Highway Patrol, PG&E, CalTrans",,https://www.fire.ca.gov/incidents/2016/7/30/goose-fire/,2016-08-09T18:30:00Z,2016-07-30,N,TRUE,FALSE
977ac7ce-4204-4cd3-9f89-727142165261,Soberanes Fire,-121.89938,36.45994,Monterey,2022-10-26T08:16:29Z,2016-10-13,Y,2016-07-22T08:48:00Z,US Forest Service - Los Padres National Forest,,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",132127,100,,US Forest Service - Los Padres National Forest,,https://www.fire.ca.gov/incidents/2016/7/22/soberanes-fire/,2016-10-13T11:30:00Z,2016-07-22,N,TRUE,FALSE
c94fda40-ab7a-42d1-bfc9-ca5f39fb6e7d,Saddle Fire,-121.571,39.6871,Butte,2022-10-24T11:14:19Z,2016-09-12,Y,2016-09-05T16:28:00Z,CAL FIRE / Butte County Fire,,"Off Pentz Rd & Lime Saddle Rd, south of Paradise",800,100,Nelson Bar Road at Lunt Road will reopen at 6:00 p.m. tonight (9/7/2016),"CAL FIRE / Butte County Fire, Butte County Sherrif's Office, CHP, State Parks, CalTrans, NVADG, Butte County Public Works, Town of Paradise Public Works, Paradise P.D. Butte EMS, Butte County Search & Rescue, US Forest Service, BLM, and the California Conservation Corp",,https://www.fire.ca.gov/incidents/2016/9/5/saddle-fire/,2016-09-12T14:51:00Z,2016-09-05,N,TRUE,FALSE
e5122d1e-2bfc-4fa6-8152-da309e02c004,99 Fire,-121.7192,39.6708,Butte,2022-10-24T11:11:51Z,2016-08-03,Y,2016-08-02T14:35:00Z,CAL FIRE Butte Unit,,"Off of Highway 99 and Neal Road, south of Chico",520,100,,CAL FIRE Butte Unit,,https://www.fire.ca.gov/incidents/2016/8/2/99-fire/,2016-08-03T08:00:00Z,2016-08-02,N,TRUE,FALSE
346c59b1-375e-4d42-876a-d97b769c939f,Mineral Fire,-120.51057,36.09974,Fresno,2022-10-24T11:12:12Z,2016-08-18,Y,2016-08-08T13:08:00Z,CAL FIRE Fresno Kings Unit,,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",7050,100,,"CAL FIRE Fresno Kings Unit, Fresno County Sheriffs Office, Fresno County OES, Fresno County Roads, Bureau Of Land Management, California Department of Corrections, City of Coalinga, California Conservation Corps, California Highway Patrol, CalTrans, Red Cross www",,https://www.fire.ca.gov/incidents/2016/8/8/mineral-fire/,2016-08-18T19:00:00Z,2016-08-08,N,TRUE,FALSE
040d03d0-fbdd-438c-8174-f81e4a1bba57,Chimney Fire,-120.98316,35.70595,San Luis Obispo,2022-10-24T11:13:19Z,2016-09-06,Y,2016-08-13T16:03:00Z,CAL FIRE San Luis Obispo Unit,,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento,46235,100,All road closures have been lifted.,"CAL FIRE San Luis Obispo Unit, California Highway Patrol, California State Parks, San Luis Obispo County Sheriff, Red Cross, California Department of Corrections and Rehabilitation, California Conservation Corps, PG&E, San Luis Obispo Air Quality Board, San Luis Obispo Public Works, Paso Robles Fire Department, Monterey Co. Water Resource Board, California Department of Fish and Wildlife, US Army Camp Roberts, CAL-OES, San Luis Obispo County OES, Monterey County Sheriff, Monterey County OES, Fort Hunter Liggett, and Los Padres National Forest.",,https://www.fire.ca.gov/incidents/2016/8/13/chimney-fire/,2016-09-06T07:30:00Z,2016-08-13,N,TRUE,FALSE
822c934f-11be-48a9-8e60-f3f6802ef24d,Beale Fire,-121.38775,36.16965,Yuba,2022-10-24T11:13:34Z,2016-08-18,Y,2016-08-18T15:35:00Z,CAL FIRE Nevada-Yuba-Placer Unit,,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB",389,100,,CAL FIRE Nevada-Yuba-Placer Unit,,https://www.fire.ca.gov/incidents/2016/8/18/beale-fire/,2016-08-18T21:30:00Z,2016-08-18,N,TRUE,FALSE
db833182-22df-44cc-ba10-0901e74222bc,Willow Fire,-120.6381,38.1874,Calaveras,2022-10-24T11:10:28Z,2016-08-31,Y,2016-08-28T13:07:00Z,CAL FIRE Tuolumne-Calaveras Unit,,"Off Willow Creek Rd & Mountain Ranch Rd, east of San Andreas",450,100,,CAL FIRE Tuolumne-Calaveras Unit,,https://www.fire.ca.gov/incidents/2016/8/28/willow-fire/,2016-08-31T18:50:00Z,2016-08-28,N,TRUE,FALSE
a2a6199c-704a-4826-a51b-23e6ee123349,Grade Fire,-122.611,41.7813,Siskiyou,2022-10-24T11:09:56Z,2016-08-30,Y,2016-08-24T14:55:00Z,CAL FIRE Siskiyou Unit,,"off Hwy 263, 2 miles north of Yreka",710,100,Rocky Gulch and Hawkinsville Humbug Rd will remain closed to non-residence.,"CAL FIRE Siskiyou Unit, Siskiyou County Sheriff, CHP, CAL TRANS, Siskiyou County OES",,https://www.fire.ca.gov/incidents/2016/8/24/grade-fire/,2016-08-30T06:45:00Z,2016-08-24,N,TRUE,FALSE
